gutenberg_id	title	author	sentence
1342	Pride and Prejudice	Jane Austen	If it be so, if I have been misled by such error to inflict pain on her, your resentment has not been unreasonable
1342	Pride and Prejudice	Jane Austen	Darcy gave her the letter, did not expect it to contain a renewal of his offers, she had formed no expectation at all of its contents
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Grimesby Roylott, of Stoke Moran
1342	Pride and Prejudice	Jane Austen	Is there nothing you could take to give you present relief
1342	Pride and Prejudice	Jane Austen	His revenge would have been complete indeed
345	Dracula	Bram Stoker	As I entered, the church was between me and the seat, and for a minute or so I lost sight of her
345	Dracula	Bram Stoker	You must be brave and strong, and help me through the horrible task
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Then Sherlock Holmes pulled down from the shelf one of the ponderous commonplace books in which he placed his cuttings
1342	Pride and Prejudice	Jane Austen	That _she_ could be in any danger from the deception never entered my head
345	Dracula	Bram Stoker	I could hear his voice in the hall, asking the way to the nearest telegraph office
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Our cabs were dismissed, and, following the guidance of Mr
345	Dracula	Bram Stoker	The keen wind still carried the howling of the dogs, though this grew fainter as we went on our way
1342	Pride and Prejudice	Jane Austen	and her calling here was prodigiously civil
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Now, you remark in this note of yours, Mr
345	Dracula	Bram Stoker	And her so fine husband
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Why, Watson, let us put their own devilish trade-mark upon them
345	Dracula	Bram Stoker	I took a big, heavy shawl and ran out
1342	Pride and Prejudice	Jane Austen	A day or two passed before Jane had courage to speak of her feelings to Elizabeth; but at last, on Mrs
1342	Pride and Prejudice	Jane Austen	In talking over their route the evening before, Mrs
1342	Pride and Prejudice	Jane Austen	All the minor passages--the loves of Jane and Bingley, the advent of Mr
1342	Pride and Prejudice	Jane Austen	When I last saw her, she was not very promising
1342	Pride and Prejudice	Jane Austen	Darcy it was now a matter of anxiety to think well; and, as far as their acquaintance reached, there was no fault to find
345	Dracula	Bram Stoker	Van Helsing did not go to bed at all
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	He takes the obvious course of keeping her at home and forbidding her to seek the company of people of her own age
345	Dracula	Bram Stoker	I have no hesitation in asking you, as I know a certain lady is engaged to a certain dinner-party, and that you are free
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	There was an old chest of drawers in the room, the two upper ones empty and open, the lower one locked
345	Dracula	Bram Stoker	Is not that gentleman Dr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It was not merely that Holmes changed his costume
1342	Pride and Prejudice	Jane Austen	The dejection was almost universal
345	Dracula	Bram Stoker	This battle is but begun, and in the end we shall win--so sure as that God sits on high to watch over His children
345	Dracula	Bram Stoker	She did not speak, even when she wrote that which she wished to be known later
345	Dracula	Bram Stoker	Forgive me, but I had to begin to inquire somewhere, and there was none to ask
345	Dracula	Bram Stoker	I was at first interested and somewhat amused, for it is wonderful how small a matter will interest and amuse a man when he is a prisoner
345	Dracula	Bram Stoker	He must not stay here
1342	Pride and Prejudice	Jane Austen	Everything nourishes what is strong already
345	Dracula	Bram Stoker	I was suspicious, and examined the decanter
345	Dracula	Bram Stoker	This I know: that if ever there was a woman who was all perfection, that one is my poor wronged darling
1342	Pride and Prejudice	Jane Austen	Wickham should invent such a history of himself as he gave me last night; names, facts, everything mentioned without ceremony
1342	Pride and Prejudice	Jane Austen	My father and mother knew nothing of that; they only felt how imprudent a match it must be
345	Dracula	Bram Stoker	Now he make his most effort to escape us
345	Dracula	Bram Stoker	There is this peculiarity in criminals
345	Dracula	Bram Stoker	She seems better, poor dear
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Look out for me to-morrow, about eleven
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	This fellow will not go wrong again; he is too terribly frightened
345	Dracula	Bram Stoker	The Count suddenly stopped, just as poor Lucy had done outside the tomb, and cowered back
1342	Pride and Prejudice	Jane Austen	Collins was not left long to the silent contemplation of his successful love; for Mrs
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I was determined to preserve my disguise as long as possible, and hence my preference for a dirty face
345	Dracula	Bram Stoker	He tries this on very much with me, but I flatter myself he has got a tough nut to crack
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	She said nothing, but I am convinced that she had divined that I had a mirror in my hand and had seen what was behind me
1342	Pride and Prejudice	Jane Austen	There is one point on which I want your advice
345	Dracula	Bram Stoker	It will be a whole idea soon, and then, oh, unconscious cerebration
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Next day I was inclined to think that I had made a mistake, and by the day after I was sure of it
345	Dracula	Bram Stoker	I told him that if he could get me the address it would be worth another half-sovereign to him
345	Dracula	Bram Stoker	He says the amount of responsibility which it puts upon him makes him nervous
1342	Pride and Prejudice	Jane Austen	The latter was much more agreeable than his companion expected
345	Dracula	Bram Stoker	Fifty years ago a series of great fires took place, which made terrible havoc on five separate occasions
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It was indeed a gigantic one, and capable of exercising enormous pressure
1342	Pride and Prejudice	Jane Austen	Hurst nothing at all
1342	Pride and Prejudice	Jane Austen	You must send John with the young ladies, Mrs
1342	Pride and Prejudice	Jane Austen	I know not what to think
1342	Pride and Prejudice	Jane Austen	She is grown so brown and coarse
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I will explain the state of things to you, as far as I have been able to understand it, in a very few words
1342	Pride and Prejudice	Jane Austen	And pray, Lizzy, what said Lady Catherine about this report
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Rucastle seemed to take no notice of it
1342	Pride and Prejudice	Jane Austen	They met several times, for there was much to be discussed
11	Alice's Adventures in Wonderland	Lewis Carroll	This time Alice waited patiently until it chose to speak again
345	Dracula	Bram Stoker	The systematic manner in which this was done made me think that he could not mean to confine himself to two sides of London
1342	Pride and Prejudice	Jane Austen	Jane resolutely kept her place at the table; but Elizabeth, to satisfy her mother, went to the window--she looked--she saw Mr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	He was a singular man, fierce and quick-tempered, very foul-mouthed when he was angry, and of a most retiring disposition
345	Dracula	Bram Stoker	I did not myself know whether our lethal weapons would avail us anything
345	Dracula	Bram Stoker	In starting I had cut myself slightly, but did not notice it at the moment
345	Dracula	Bram Stoker	For a few minutes our sorrowful hearts beat together, whilst the friends around us turned away their eyes that ran tears silently
345	Dracula	Bram Stoker	He has got the carriage and horses; we are to have some dinner, and to start in an hour
1342	Pride and Prejudice	Jane Austen	The express was sent off directly
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Many small donations ($1 to $5,000) are particularly important to maintaining tax exempt status with the IRS
1342	Pride and Prejudice	Jane Austen	Well, well, I only hope it will last
1342	Pride and Prejudice	Jane Austen	pray make haste and come into the dining-room, for there is such a sight to be seen
1342	Pride and Prejudice	Jane Austen	I would rather be paid the compliment of being believed sincere
345	Dracula	Bram Stoker	shall I ever--can I ever
345	Dracula	Bram Stoker	He come again, and again, and again
345	Dracula	Bram Stoker	What I saw appalled me
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Evidently there was a skylight which let in light from above
345	Dracula	Bram Stoker	Lucy was up and in cheerful spirits
345	Dracula	Bram Stoker	There is, however, one good thing which has arisen from it; Mrs
345	Dracula	Bram Stoker	He took us to his house, where there were rooms for us all nice and comfortable, and we dined together
345	Dracula	Bram Stoker	I took off my boots, and ventured out on the desperate way
11	Alice's Adventures in Wonderland	Lewis Carroll	Who cares for fish, Game, or any other dish
345	Dracula	Bram Stoker	As his room is on this side of the house, I could hear it better than in the morning
345	Dracula	Bram Stoker	There is peace in its smell; I feel sleep coming already
345	Dracula	Bram Stoker	All the time of the burial he was, I could see, putting some terrible restraint on himself
345	Dracula	Bram Stoker	The air seems full of specks, floating and circling in the draught from the window, and the lights burn blue and dim
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Yet it was quite certain, from the absolute stillness, that we were in the country
1342	Pride and Prejudice	Jane Austen	It was hardly enough; but it pleased her
1342	Pride and Prejudice	Jane Austen	They have known her much longer than they have known me; no wonder if they love her better
1342	Pride and Prejudice	Jane Austen	And even Mary could assure her family that she had no disinclination for it
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Her lips, too, were bloodless, but her eyes were flushed with crying
345	Dracula	Bram Stoker	That purpose is remorseless
1342	Pride and Prejudice	Jane Austen	When alone with Elizabeth afterwards, she spoke more on the subject
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Oh, if you could see him killing cockroaches with a slipper
345	Dracula	Bram Stoker	I suppose I know the secret too, now
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	For half an hour I sat with straining ears
345	Dracula	Bram Stoker	Then the thin man smile and say that of course he must go when he think fit; but he will be surprise if he go quite so soon
345	Dracula	Bram Stoker	I am now sitting by his bedside, where I can see his face while he sleeps
345	Dracula	Bram Stoker	But I shall precaution take
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	The window was open, and she distinctly saw his face, which she describes as being terribly agitated
345	Dracula	Bram Stoker	They can judge it; it is well to be accurate, and every minute is precious
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	If I cannot persuade you to take a lenient view of the matter, Lord St
345	Dracula	Bram Stoker	Mackenzie & Steinkoff, the agents of the London firm of Hapgood
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Creating the works from print editions not protected by U.S
1342	Pride and Prejudice	Jane Austen	Elizabeth could not but be pleased, could not but triumph
1342	Pride and Prejudice	Jane Austen	More thoughtfulness and less anxiety to please, than when they last met, were plainly expressed
345	Dracula	Bram Stoker	Well, my dear, number One came just before lunch
1342	Pride and Prejudice	Jane Austen	I am not afraid of being overpowered by the impression
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Thus, we do not necessarily keep eBooks in compliance with any particular paper edition
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Of course I might have fled from the house, but my curiosity was almost as strong as my fears
345	Dracula	Bram Stoker	I found him sitting out in the middle of the floor on his stool, a pose which is generally indicative of some mental energy on his part
1342	Pride and Prejudice	Jane Austen	Tell him I hope he will excuse me when he knows all, and tell him I will dance with him at the next ball we meet with great pleasure
345	Dracula	Bram Stoker	It was evident to us that the Count was not at present in the house, and we proceeded to search for any of his effects
1342	Pride and Prejudice	Jane Austen	I will write to my sister Gardiner about them directly
345	Dracula	Bram Stoker	Her teeth are some sharper, and at times her eyes are more hard
1342	Pride and Prejudice	Jane Austen	Maria thought speaking out of the question, and the gentlemen did nothing but eat and admire
1342	Pride and Prejudice	Jane Austen	Bennet was satisfied, and soon afterwards ordered her carriage
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	At any rate, it was there, and I was keenly on the lookout for any chance to pass the forbidden door
345	Dracula	Bram Stoker	Lucy did not answer, and I ran on to the entrance of the churchyard
345	Dracula	Bram Stoker	Here was I almost making fun of this great-hearted, true gentleman
1342	Pride and Prejudice	Jane Austen	Generous, good man, I am afraid he has distressed himself
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	The instant that we heard it, Holmes sprang from the bed, struck a match, and lashed furiously with his cane at the bell-pull
345	Dracula	Bram Stoker	It has always been at night-time that I have been molested or threatened, or in some way in danger or in fear
1342	Pride and Prejudice	Jane Austen	But Bingley has great natural modesty, with a stronger dependence on my judgment than on his own
345	Dracula	Bram Stoker	It seemed to me that all that he had of late been suffering in silence found a vent at once
345	Dracula	Bram Stoker	With heavy hearts we came home to the hotel to Mina
345	Dracula	Bram Stoker	m._--Our meeting for report
345	Dracula	Bram Stoker	Men more downcast than ever
1342	Pride and Prejudice	Jane Austen	The business was therefore soon settled
345	Dracula	Bram Stoker	She sleeps a great deal; throughout the journey she slept nearly all the time
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	The trees and wayside hedges were just throwing out their first green shoots, and the air was full of the pleasant smell of the moist earth
11	Alice's Adventures in Wonderland	Lewis Carroll	either the locks were too large, or the key was too small, but at any rate it would not open any of them
345	Dracula	Bram Stoker	Hereafter it may be of interest to you to see how true you guess
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I was the only passenger who got out there, and there was no one upon the platform save a single sleepy porter with a lantern
345	Dracula	Bram Stoker	We promise you a hearty welcome, and a loving greeting, and a health as true as your own right hand
1342	Pride and Prejudice	Jane Austen	She is almost three-and-twenty
345	Dracula	Bram Stoker	I sent a short wire to Van Helsing and to Arthur, telling them of the excellent result of the operation
345	Dracula	Bram Stoker	This then was the Un-Dead home of the King-Vampire, to whom so many more were due
1342	Pride and Prejudice	Jane Austen	I inquired after their brother, of course
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	He took a large villa, laid out the grounds very nicely, and lived generally in good style
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Holmes, for I wish you to thoroughly understand the situation
1342	Pride and Prejudice	Jane Austen	I know my own strength, and I shall never be embarrassed again by his coming
345	Dracula	Bram Stoker	We have learned to believe, all of us--is it not so
1342	Pride and Prejudice	Jane Austen	Her behaviour to my dear Charlotte is charming
345	Dracula	Bram Stoker	It was open, and led through a stone passage to a circular stairway, which went steeply down
1342	Pride and Prejudice	Jane Austen	She was teased by Mr
1342	Pride and Prejudice	Jane Austen	You forced me into visiting him last year, and promised, if I went to see him, he should marry one of my daughters
345	Dracula	Bram Stoker	After another hour Lucy waked from her sleep, fresh and bright and seemingly not much the worse for her terrible ordeal
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	But what was she to do
345	Dracula	Bram Stoker	I am not sleepy, and, as I am not to be called till I awake, naturally I write till sleep comes
345	Dracula	Bram Stoker	That she is still journeying _somewhere_ is apparent, for Mrs
345	Dracula	Bram Stoker	It seems to me that her imagination is beginning to work
1342	Pride and Prejudice	Jane Austen	Collins, to be sure, was neither sensible nor agreeable: his society was irksome, and his attachment to her must be imaginary
345	Dracula	Bram Stoker	Van Helsing is sleeping
345	Dracula	Bram Stoker	One of the letters was directed to Samuel F
345	Dracula	Bram Stoker	Please God, I shall never, never forget them, nor the grave and sweet responsibilities I have taken upon me
345	Dracula	Bram Stoker	Harker, and especially would I like to oblige his lordship
345	Dracula	Bram Stoker	Frankly, however, I must admit that in this case any other form of disposition would have rendered impossible the carrying out of her wishes
345	Dracula	Bram Stoker	Mina if she survive is my sole heir
345	Dracula	Bram Stoker	The unexpected again
345	Dracula	Bram Stoker	Therefore I am glad that it is settled
345	Dracula	Bram Stoker	In no place save from the windows in the castle walls is there an available exit
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I ordered her to say nothing, but to get a few things packed and my ulster ready
345	Dracula	Bram Stoker	He says that I afford him a curious psychological study, and I humbly think I do
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	There is a huge error which it may take some little time to rectify
1342	Pride and Prejudice	Jane Austen	They now walked on in silence; each of them deep in thought
1342	Pride and Prejudice	Jane Austen	Robinson: did not I mention it to you
345	Dracula	Bram Stoker	I shall try to run over to see you, dearest, if only for a few minutes
345	Dracula	Bram Stoker	The lips were red, nay redder than before; and on the cheeks was a delicate bloom
345	Dracula	Bram Stoker	Of this I am sure: the sun rises to-day on no more miserable house in all the great round of its daily course
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	She was about to renew her entreaties when a door slammed overhead, and the sound of several footsteps was heard upon the stairs
1342	Pride and Prejudice	Jane Austen	Oh, Lizzy, to know that what I have to relate will give such pleasure to all my dear family
1342	Pride and Prejudice	Jane Austen	There is a lady, it seems, a Mrs
1342	Pride and Prejudice	Jane Austen	Assistance is impossible; condolence, insufferable
1342	Pride and Prejudice	Jane Austen	And do you really love him quite well enough
345	Dracula	Bram Stoker	He must be awfully old, for his face is all gnarled and twisted like the bark of a tree
1342	Pride and Prejudice	Jane Austen	And now do, when you get to town, find them out, wherever they may be; and if they are not married already, _make_ them marry
11	Alice's Adventures in Wonderland	Lewis Carroll	Who would not give all else for two p ennyworth only of beautiful Soup
1342	Pride and Prejudice	Jane Austen	At length, however, his civility was so far awakened as to inquire of Elizabeth after the health of her family
345	Dracula	Bram Stoker	Let me be calm, for out of that way lies madness indeed
1342	Pride and Prejudice	Jane Austen	What will Wickham say
345	Dracula	Bram Stoker	I feel strangely sad and low-spirited to-day
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Nearly all the individual works in the collection are in the public domain in the United States
345	Dracula	Bram Stoker	Van Helsing will not blame me; I have had so much trouble and anxiety of late that I feel I cannot bear more just at present
1342	Pride and Prejudice	Jane Austen	I have no pleasure in talking to undutiful children
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Think of the deeds of hellish cruelty, the hidden wickedness which may go on, year in, year out, in such places, and none the wiser
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Oh, do, do take my word for it that he is innocent
1342	Pride and Prejudice	Jane Austen	I always thought they were very unfit to have the charge of her; but I was over-ruled, as I always am
1342	Pride and Prejudice	Jane Austen	Yet he knew to the contrary himself
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	But the deception could not be kept up forever
345	Dracula	Bram Stoker	Some of our caricaturists might, he says, take a lesson in the irony of grotesque by comparing the reality and the picture
345	Dracula	Bram Stoker	Then he took over the care of the case himself, saying that he would watch this night and the next and would send me word when to come
345	Dracula	Bram Stoker	We stopped our carriage, and got down so that there might be no disturbance
345	Dracula	Bram Stoker	The red light in them was lurid, as if the flames of hell-fire blazed behind them
11	Alice's Adventures in Wonderland	Lewis Carroll	This was not an encouraging opening for a conversation
345	Dracula	Bram Stoker	Had single watch to-night, as crew too tired to double
1342	Pride and Prejudice	Jane Austen	Vain, ignorant, idle, and absolutely uncontrolled
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Look at the band of ribbed silk and the excellent lining
1342	Pride and Prejudice	Jane Austen	Your superior knowledge of your sister must make the latter probable
345	Dracula	Bram Stoker	I read between the lines of your letter, and have been in an agony
1342	Pride and Prejudice	Jane Austen	What made you so shy of me, when you first called, and afterwards dined here
345	Dracula	Bram Stoker	It may be our own feelings, but the depression is strange
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Has only one male visitor, but a good deal of him
345	Dracula	Bram Stoker	It is then so near the end
345	Dracula	Bram Stoker	You shall know and understand it all in good time; but it will be later
345	Dracula	Bram Stoker	For myself I could hold it in my account with God to find such an euthanasia for you, even at this moment if it were best
345	Dracula	Bram Stoker	I got him on the subject of the legends, and he went off at once into a sort of sermon
1342	Pride and Prejudice	Jane Austen	I am not romantic, you know
345	Dracula	Bram Stoker	Hennessey had written to me
1342	Pride and Prejudice	Jane Austen	Bennet could hardly contain herself
1342	Pride and Prejudice	Jane Austen	It was necessary to laugh when she would rather have cried
345	Dracula	Bram Stoker	Seward to give me a little opiate of some kind, as I had not slept well the night before
1342	Pride and Prejudice	Jane Austen	I do not know the particulars, but I know very well that Mr
345	Dracula	Bram Stoker	The Roumanians were wild, and wanted me right or wrong to take out the box and fling it in the river
345	Dracula	Bram Stoker	go back to bed; it is all right
1342	Pride and Prejudice	Jane Austen	The journey would, moreover, give her a peep at Jane; and, in short, as the time drew near, she would have been very sorry for any delay
345	Dracula	Bram Stoker	No, I shall take none to-night
345	Dracula	Bram Stoker	But to fail here, is not mere life or death
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Clair by name, who appeared to have plenty of money
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I braved him to do his worst
345	Dracula	Bram Stoker	Their threats were, however, mingled with some sort of indirect apology for the defeat of the two of them by a feeble madman
345	Dracula	Bram Stoker	He will not admit anything, and downfaces everybody
1342	Pride and Prejudice	Jane Austen	He was as much awake to the novelty of attention in that quarter as Elizabeth herself could be, and unconsciously closed his book
1342	Pride and Prejudice	Jane Austen	I often tell young ladies, that no excellence in music is to be acquired without constant practice
345	Dracula	Bram Stoker	Do not answer this, as I shall take it that, if I do not hear, you will come to breakfast
345	Dracula	Bram Stoker	Early in the morning we both got up and went down to the harbour to see if anything had happened in the night
1342	Pride and Prejudice	Jane Austen	Darcy without being grieved to the soul by a thousand tender recollections
1342	Pride and Prejudice	Jane Austen	We may as well wait, perhaps, till the circumstance occurs, before we discuss the discretion of his behaviour thereupon
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Holmes, but I cannot do that
1342	Pride and Prejudice	Jane Austen	And who knows what _may_ happen
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Very retiring and gentlemanly he was
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	He walked swiftly and in silence for some few minutes until we had turned down one of the quiet streets which lead towards the Edgeware Road
1342	Pride and Prejudice	Jane Austen	But, my dearest love, tell me what dish Mr
1342	Pride and Prejudice	Jane Austen	On the following morning he hastened to Rosings to pay his respects
1342	Pride and Prejudice	Jane Austen	Wickham, after a few moments, touched his hat--a salutation which Mr
345	Dracula	Bram Stoker	Rushed on deck, and ran against mate
1342	Pride and Prejudice	Jane Austen	I think it is no sacrifice to join occasionally in evening engagements
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	With an apology for my intrusion, I was about to withdraw when Holmes pulled me abruptly into the room and closed the door behind me
345	Dracula	Bram Stoker	Then the captain replied that he wished that he and his box--old and with much bloom and blood--were in hell
1342	Pride and Prejudice	Jane Austen	Darcy, after inquiring of her how Mr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I may want your help, and so may he
1342	Pride and Prejudice	Jane Austen	You never see a fault in anybody
1342	Pride and Prejudice	Jane Austen	My mind was more agreeably engaged
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	My friend rose now and paced up and down the room, his hands in his pockets, and an expression of the most profound gravity upon his face
1342	Pride and Prejudice	Jane Austen	There was another reason, too, for her opposition
1342	Pride and Prejudice	Jane Austen	Bennet made no answer; and each of them, deep in thought, continued silent till they reached the house
345	Dracula	Bram Stoker	Devotion is so rare, and we are so grateful to those who show it unasked to those we love
345	Dracula	Bram Stoker	He then, of his own accord, spoke of going home, a subject he has never mentioned to my knowledge during his sojourn here
345	Dracula	Bram Stoker	I am so worried in my mind that I am apt to be irritable
345	Dracula	Bram Stoker	One of the saddles has a movable horn, and can be easily adapted for Mina, if required
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Nothing to complain of
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	How shall I ever forget that dreadful vigil
1342	Pride and Prejudice	Jane Austen	Do not imagine, Miss Bennet, that your ambition will ever be gratified
345	Dracula	Bram Stoker	Our old fox is wily; oh
1342	Pride and Prejudice	Jane Austen	Bingley before, expressed to her sister how very much she admired him
345	Dracula	Bram Stoker	I love you all the more for it
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Holmes unlocked his strong-box and held up the blue carbuncle, which shone out like a star, with a cold, brilliant, many-pointed radiance
345	Dracula	Bram Stoker	Seemed scared, but would not speak out
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	The Rucastles will be gone by that time, and Toller will, we hope, be incapable
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I struck him down with no more compunction than if he had been some foul and venomous beast
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	The Five Orange Pips VI
1342	Pride and Prejudice	Jane Austen	Do not you know that Mr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Above all, try to let Mr
345	Dracula	Bram Stoker	Van Helsing, will you read this, and tell me if it must go in
1342	Pride and Prejudice	Jane Austen	She assured him that no one intended to play, and the silence of the whole party on the subject seemed to justify her
345	Dracula	Bram Stoker	The door opposite mine I tried, but found it locked
1342	Pride and Prejudice	Jane Austen	I am so pleased--so happy
345	Dracula	Bram Stoker	He think, too, that as he cut himself off from knowing your mind, there can be no knowledge of him to you; there is where he fail
345	Dracula	Bram Stoker	The door flew open for an instant and closed again
345	Dracula	Bram Stoker	Harker a little before the time of sunset
345	Dracula	Bram Stoker	I was myself looking out of the study window, having a smoke after dinner, and saw one of them come up to the house
345	Dracula	Bram Stoker	A red streak shot up, and a rosy light seemed to diffuse itself through the room
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	My mind was soon made up
1342	Pride and Prejudice	Jane Austen	To find a man agreeable whom one is determined to hate
1342	Pride and Prejudice	Jane Austen	Darcy, with an expression of half-laughing alarm
1342	Pride and Prejudice	Jane Austen	I thank you again and again for the honour you have done me in your proposals, but to accept them is absolutely impossible
345	Dracula	Bram Stoker	I pulled, and pulled, at the door, and shook it till, massive as it was, it rattled in its casement
345	Dracula	Bram Stoker	There must be transfusion of blood at once
345	Dracula	Bram Stoker	Well, my dear, number Two came after lunch
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	The gentleman, however, seeing perhaps the look of incredulity upon my face, opened a pocket-book and took out a note
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	He locked the door and hurried past me without a word or a look
345	Dracula	Bram Stoker	All, big and little, must go down; perhaps at the end the little things may teach us most
1342	Pride and Prejudice	Jane Austen	He was most highly esteemed by Mr
1342	Pride and Prejudice	Jane Austen	Had they no apprehension of anything before the elopement took place
1342	Pride and Prejudice	Jane Austen	Till I have your disposition, your goodness, I never can have your happiness
345	Dracula	Bram Stoker	Lucy went out visiting with her mother, and as they were only duty calls, I did not go
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I know that she will do it
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	When Lee laid down his arms my uncle returned to his plantation, where he remained for three or four years
1342	Pride and Prejudice	Jane Austen	His choice is disinterested at least, for he must know my father can give her nothing
345	Dracula	Bram Stoker	If Jonathan and I were driving through it alone what a pleasure it would be
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It is only fair to them to say that
345	Dracula	Bram Stoker	Of course, we had then no alternative but to accept
1342	Pride and Prejudice	Jane Austen	[Illustration] CHAPTER XXXII
345	Dracula	Bram Stoker	The room and all round seemed to spin round
345	Dracula	Bram Stoker	It was now growing dusk, and the autumn night was closing in, so I did not lose any time
1342	Pride and Prejudice	Jane Austen	Darcy than they had before any idea of; it was evident that he was very much in love with her
345	Dracula	Bram Stoker	That he be all in black, except that he have a hat of straw which suit not him or the time
345	Dracula	Bram Stoker	If you will let me, I shall give you a paper to read
345	Dracula	Bram Stoker	We walked a little further, and then went in and sat for a while in the Green Park
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I had no idea that he was in front of me
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I was at once convinced from what you had told me that the latter was your son
1342	Pride and Prejudice	Jane Austen	Imprudent as a marriage between Mr
1342	Pride and Prejudice	Jane Austen	Bennet, you must not expect such girls to have the sense of their father and mother
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Sometimes Holmes would hurry on, sometimes stop dead, and once he made quite a little detour into the meadow
11	Alice's Adventures in Wonderland	Lewis Carroll	Would the fall _never_ come to an end
345	Dracula	Bram Stoker	Again I awoke in the night, and found Lucy sitting up in bed, still asleep, pointing to the window
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Now I am left to a lonely and dishonoured age
1342	Pride and Prejudice	Jane Austen	She has known him only a fortnight
1342	Pride and Prejudice	Jane Austen	His circumstances, he assured me, and I had no difficulty in believing it, were exceedingly bad
1342	Pride and Prejudice	Jane Austen	He replied, and was again silent
1342	Pride and Prejudice	Jane Austen	They had often attempted it before: but it was a subject on which Mrs
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I thought of my fifty-guinea fee, of my wearisome journey, and of the unpleasant night which seemed to be before me
345	Dracula	Bram Stoker	When we got in, and had washed our feet, and had said a prayer of thankfulness together, I tucked her into bed
345	Dracula	Bram Stoker	He have prepare for this in some way, and that last earth-box was ready to ship somewheres
