gutenberg_id	title	author	sentence
1342	Pride and Prejudice	Jane Austen	Jane was already so much recovered as to intend leaving her room for a couple of hours that evening
1342	Pride and Prejudice	Jane Austen	The rapture of Lydia on this occasion, her adoration of Mrs
345	Dracula	Bram Stoker	By the way, I forgot to tell you that Arthur is here
345	Dracula	Bram Stoker	Despair has its own calms
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Holmes walked over to his desk, took out a little triangular piece of gold with three gems in it, and threw it down upon the table
1342	Pride and Prejudice	Jane Austen	Bennet, delighted to speak to a Lady Catherine
1342	Pride and Prejudice	Jane Austen	Bingley to see you all after him so soon; for, if I recollect right, he went but the day before
345	Dracula	Bram Stoker	It struck me as curious that the moment she became conscious she pressed the garlic flowers close to her
345	Dracula	Bram Stoker	I must stop, for Jonathan is waking--I must attend to my husband
1342	Pride and Prejudice	Jane Austen	There were two nephews of Lady Catherine to require them, for Mr
345	Dracula	Bram Stoker	Then he withdrew without a word
1342	Pride and Prejudice	Jane Austen	He then asked her to walk into the house--but she declared herself not tired, and they stood together on the lawn
345	Dracula	Bram Stoker	At sunrise the Count could appear in his own form
1342	Pride and Prejudice	Jane Austen	Collins could not have been so satisfactorily exhibited if his creatress had not adjusted so artfully to him the figures of Mr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Was it possible that we could bring him back to her
345	Dracula	Bram Stoker	I am over-excited and weary, and I need rest, rest, rest
345	Dracula	Bram Stoker	Tell me the thesis, so that I may apply your knowledge as you go on
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I had been told that, if the King employed an agent, it would certainly be you
1342	Pride and Prejudice	Jane Austen	Collins was eloquent in her praise
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	He was off in one of those hysterical outbursts which come upon a strong nature when some great crisis is over and gone
345	Dracula	Bram Stoker	They should have got to Veresti about noon on Wednesday
345	Dracula	Bram Stoker	It will be a painful task for you, I know, old friend, but it is for _her_ sake, and I must not hesitate to ask, or you to act
345	Dracula	Bram Stoker	The carriage went at a hard pace straight along, then we made a complete turn and went along another straight road
345	Dracula	Bram Stoker	We know from the record that he was on the water; so what we have to do is to ascertain _what_ water
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	No doubt you will go to the prison to see James
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	The lowest estimate would put the worth of the coronet at double the sum which I have asked
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I could not bear to see the smile fade even for a moment from his face
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	But I hear the rumble of wheels
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	But, you know, I have been trained as an actress myself
1342	Pride and Prejudice	Jane Austen	His appearance was greatly in his favour: he had all the best parts of beauty, a fine countenance, a good figure, and very pleasing address
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Ryder stood glaring with a drawn face, uncertain whether to claim or to disown it
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I have no doubt that I am myself to blame
1342	Pride and Prejudice	Jane Austen	Have you seen any pleasant men
345	Dracula	Bram Stoker	We both seem in good spirits; I think we make an effort each to cheer the other; in the doing so we cheer ourselves
1342	Pride and Prejudice	Jane Austen	We must not expect a lively young man to be always so guarded and circumspect
11	Alice's Adventures in Wonderland	Lewis Carroll	There ought to be a book written about me, that there ought
345	Dracula	Bram Stoker	I thought it well to humour him: so he is back in his room with the window open
345	Dracula	Bram Stoker	All at once the door opened under a slight push from him, and he and the two others entered the hall
1342	Pride and Prejudice	Jane Austen	Does your charge give you much trouble
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	You do not know her, but she has a soul of steel
345	Dracula	Bram Stoker	If it were not that I had made my diary a duty I should not open it to-night
345	Dracula	Bram Stoker	We told her that either or both of us would now remain with her all the time, and that seemed to comfort her
1342	Pride and Prejudice	Jane Austen	How could I ever be foolish enough to expect a renewal of his love
345	Dracula	Bram Stoker	Were fortune other, then it were bad for those who have trusted, for I come to my friend when he call me to aid those he holds dear
1342	Pride and Prejudice	Jane Austen	Elizabeth joined them again only to say that her sister was worse, and that she could not leave her
345	Dracula	Bram Stoker	Would not condescend to talk with him at all
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I determined to wait until I got back to town before telling my story to the police
345	Dracula	Bram Stoker	I only slept a few hours when I went to bed, and feeling that I could not sleep any more, got up
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	About this girl, Miss Holder
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	By it he laid the box of matches and the stump of a candle
345	Dracula	Bram Stoker	The door was shut, but not locked, as I had left it
1342	Pride and Prejudice	Jane Austen	_Her_ mind was less difficult to develope
1342	Pride and Prejudice	Jane Austen	_I_ only want to think _you_ perfect, and you set yourself against it
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	But, as a matter of fact, seven weeks elapsed
345	Dracula	Bram Stoker	It made us think of the empty chair at home; so we got up and walked down Piccadilly
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It was my coil of hair
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	And then the incident of the grey cloth seen by young McCarthy
1342	Pride and Prejudice	Jane Austen	His name had never been voluntarily mentioned before them by her niece; and the kind of half-expectation which Mrs
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Once we diverted her luggage when she travelled
1342	Pride and Prejudice	Jane Austen	I have not the smallest hope
345	Dracula	Bram Stoker	With you I agree that there has been much blood lost; it has been, but is not
345	Dracula	Bram Stoker	He has his madmans to play with, and to bring them back to happiness, and to those that love them
345	Dracula	Bram Stoker	God bless and keep you
345	Dracula	Bram Stoker	We have here much data, and we must proceed to lay out our campaign
345	Dracula	Bram Stoker	They are _very, very_ superstitious
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I could not imagine a man of your habits looking at himself in an equal light and being satisfied with such a result
345	Dracula	Bram Stoker	But that you do not, cannot, comprehend
1342	Pride and Prejudice	Jane Austen	Darcy had been overrated, Elizabeth had never yet answered Mrs
1342	Pride and Prejudice	Jane Austen	Forster, and Kitty and me, except my aunt, for we were forced to borrow one of her gowns; and you cannot imagine how well he looked
1342	Pride and Prejudice	Jane Austen	[Illustration] The whole party were in hopes of a letter from Mr
345	Dracula	Bram Stoker	He has been under our care for nearly six weeks, suffering from a violent brain fever
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It is the more strange, since we know that Turner himself was averse to the idea
345	Dracula	Bram Stoker	I could see the bolt shot
345	Dracula	Bram Stoker	For a few seconds she lay in her helpless attitude and disarray
1342	Pride and Prejudice	Jane Austen	Every lingering struggle in his favour grew fainter and fainter; and in further justification of Mr
1342	Pride and Prejudice	Jane Austen	Bennet, and which she never failed to contradict as a most scandalous falsehood
345	Dracula	Bram Stoker	My dear, please Almighty God, your life may be all it promises: a long day of sunshine, with no harsh wind, no forgetting duty, no distrust
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	We are but preventing her from injuring another
1342	Pride and Prejudice	Jane Austen	It was acknowledged, however, that he was a liberal man, and did much good among the poor
345	Dracula	Bram Stoker	The time and distance seemed endless, and my knees trembled and my breath came laboured as I toiled up the endless steps to the abbey
1342	Pride and Prejudice	Jane Austen	The certainty of meeting him had not been checked by any of those recollections that might not unreasonably have alarmed her
345	Dracula	Bram Stoker	I feel very solemn, but very, very happy
345	Dracula	Bram Stoker	He moved downwards in a sidelong way, some hundred feet down, and a good deal to the left
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It is most important, all the same
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	With your permission, Mr
345	Dracula	Bram Stoker	you a surgeon, and so shocked
1342	Pride and Prejudice	Jane Austen	I had often seen him in love before
345	Dracula	Bram Stoker	We shall all act and act with desperate quick, when the time has come
345	Dracula	Bram Stoker	It was, however, light enough for our purposes
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	There is that double possibility
345	Dracula	Bram Stoker	There was a nervous suspense over us all, as though overhead some dread bell would peal out powerfully when we should least expect it
345	Dracula	Bram Stoker	She was by then, when they told us, well out to sea
1342	Pride and Prejudice	Jane Austen	Respect, esteem, and confidence had vanished for ever; and all his views of domestic happiness were overthrown
1342	Pride and Prejudice	Jane Austen	But I cannot--I have never desired your good opinion, and you have certainly bestowed it most unwillingly
345	Dracula	Bram Stoker	Oh, how we are beset
1342	Pride and Prejudice	Jane Austen	There is, perhaps, a very faint shade of colour for the charge; but it seems to me very faint indeed
